"","PlayerId","seasonYear","GameId","Date","Team","Name","Position","Starter","Min","Fg.Made","Fg.Attempted","Three.Made","Three.Attempted","FT.Made","FT.Attempted","Offensive.Rebound","Defensive.Rebound","Total.Rebounds","Assists","Steals","Blocks","Turnovers","Personal.Fouls","Plus.Minus","Points","bookmaker","id","cumMinInSeason","cumGamesPlayedInSeason","averageMinutesInSeason","lastGameMin","FirstDate","firstGame","LastDate"
"27134",4397183,"2025",401704808,20241117,"OKC","A. Wiggins","SG",1,25,2,9,2,7,1,2,1,4,5,0,2,1,1,2,-9,7,"","401704808_4397183",305,14,21.7857142857143,25,20241024,0,20241117
"27160",4397189,"2025",401704810,20241118,"CHI","J. Smith","PF",0,13,2,5,2,3,2,2,2,3,5,2,1,0,2,0,-14,8,"","401704810_4397189",189,13,14.5384615384615,13,20241023,0,20241118
"27255",4397204,"2025",401704804,20241117,"MEM","C. Castleton","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704804_4397204",NA,NA,2.8,7,20241031,0,20241117
"27289",4397227,"2025",401704804,20241117,"MEM","V. Williams Jr.","G",0,14,1,4,1,3,0,0,0,1,1,5,0,0,2,4,3,3,"","401704804_4397227",38,2,19,14,20241115,0,20241117
"27375",4397233,"2024",401585815,20240414,"CLE","P. Nance","PF",0,12,1,3,1,1,0,0,0,1,1,0,0,0,0,1,-18,3,"","401585815_4397233",27,8,3.375,12,20240120,0,20240414
"27380",4397235,"2024",401658197,20240517,"NY","D. Washington Jr.","PG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401658197_4397235",NA,NA,-1,-1,20240208,0,20240517
"27383",4397251,"2024",401585144,20240109,"TOR","R. Harper Jr.","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401585144_4397251",NA,NA,4,4,20231030,0,20240109
"27392",4397347,"2025",401704795,20241116,"MIL","L. Robbins","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704795_4397347",NA,NA,5.33333333333333,8,20241028,0,20241116
"27420",4397371,"2024",401585389,20240212,"CHA","N. Mensah","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401585389_4397371",NA,NA,12.32,18,20231215,0,20240212
"27451",4397424,"2025",401704796,20241116,"BOS","N. Queta","C",1,33,6,8,0,1,0,0,4,4,8,2,0,1,0,2,-5,12,"","401704796_4397424",247,13,19,33,20241022,0,20241116
"27583",4397475,"2025",401704814,20241118,"MIL","A. Green","G",0,29,2,6,1,5,0,0,0,5,5,2,0,0,0,3,15,5,"","401704814_4397475",233,13,17.9230769230769,29,20241023,0,20241118
"27618",4397511,"2024",401585817,20240414,"TOR","J. Freeman-Liberty","G",1,33,3,6,0,2,2,2,1,0,1,7,0,2,3,1,1,8,"","401585817_4397511",402,22,18.2727272727273,33,20231028,0,20240414
"27635",4397537,"2024",401585636,20240321,"UTAH","T. Kinsey","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401585636_4397537",NA,NA,-1,-1,20240312,0,20240321
"27638",4397554,"2024",401585565,20240311,"TOR","M. Nowell","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401585565_4397554",NA,NA,4,4,20231113,0,20240311
"27648",4397650,"2024",401585818,20240414,"CHI","A. Funk","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401585818_4397650",NA,NA,2.4,7,20240227,0,20240414
"27661",4397654,"2025",401704808,20241117,"OKC","A. Flagler","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704808_4397654",NA,NA,2.33333333333333,4,20241024,0,20241117
"27671",4397667,"2024",401584138,20231124,"SAC","F. Petrusev","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401584138_4397667",NA,NA,4.5,6,20231026,0,20231124
"27743",4397688,"2025",401704797,20241116,"NO","T. Murphy III","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704797_4397688",NA,NA,27.3333333333333,30,20241111,0,20241116
"27758",4397689,"2025",401704784,20241113,"BOS","D. Peterson","F",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-2,0,"","401704784_4397689",8,3,2.66666666666667,2,20241024,0,20241113
"27811",4397693,"2025",401704808,20241117,"DAL","K. Edwards","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704808_4397693",NA,NA,2.66666666666667,2,20241028,0,20241117
"27860",4397821,"2025",401704814,20241118,"HOU","N. Williams","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704814_4397821",NA,NA,3.5,5,20241023,0,20241118
"27924",4397885,"2025",401704805,20241117,"POR","D. Banton","G",0,26,9,19,4,8,1,1,1,3,4,4,1,1,5,1,14,23,"","401704805_4397885",168,12,14,26,20241023,0,20241117
"28018",4397886,"2025",401704798,20241116,"SA","C. Bassey","C",0,22,0,4,0,0,0,0,2,4,6,2,1,3,1,1,-2,0,"","401704798_4397886",38,5,7.6,22,20241024,0,20241116
"28048",4397916,"2025",401704650,20241025,"UTAH","J. Preston","PG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704650_4397916",NA,NA,-1,-1,20241025,1,20241025
"28054",4398207,"2024",401585828,20240414,"SAC","J. Slawson","F",0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,2,"","401585828_4398207",37,11,3.36363636363636,4,20231027,0,20240414
"28146",4398390,"2025",401704743,20241106,"DEN","J. Pickett","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704743_4398390",NA,NA,2,2,20241024,0,20241106
"28165",4401416,"2024",401585328,20240203,"SAC","J. Toscano-Anderson","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401585328_4401416",NA,NA,5.77777777777778,3,20231216,0,20240203
"28199",4409222,"2025",401704783,20241113,"ORL","T. Queen","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704783_4409222",NA,NA,2.5,2,20241026,0,20241113
"28256",4423309,"2024",401585826,20240414,"UTAH","L. Samanic","F",1,29,5,11,0,5,4,4,1,4,5,2,1,0,7,4,-9,14,"","401585826_4423309",407,43,9.46511627906977,29,20231025,0,20240414
"28281",4423545,"2024",401585826,20240414,"UTAH","D. Bazley","PF",0,7,1,1,0,0,0,0,0,0,0,0,0,1,0,1,-9,2,"","401585826_4423545",150,9,16.6666666666667,7,20240222,0,20240414
"28309",4423884,"2024",401585818,20240414,"CHI","H. Drell","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401585818_4423884",NA,NA,7.25,23,20231216,0,20240414
"28342",4431671,"2025",401704800,20241117,"MIN","J. McDaniels","PF",1,27,4,7,2,3,1,4,1,2,3,2,3,1,0,4,-6,11,"","401704800_4431671",416,14,29.7142857142857,27,20241022,0,20241117
"28412",4431673,"2024",401585643,20240322,"MEM","M. Hurt","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401585643_4431673",NA,NA,14,6,20240129,0,20240322
"28482",4431675,"2025",401704806,20241117,"BKN","T. Watford","PF",0,13,1,3,0,1,2,2,0,3,3,3,0,0,1,1,4,4,"","401704806_4431675",13,1,13,13,20241030,0,20241117
"28529",4431678,"2025",401704745,20241106,"PHI","T. Maxey","PG",1,32,5,13,1,6,1,1,0,1,1,1,1,0,3,3,-16,12,"","401704745_4431678",278,7,39.7142857142857,32,20241023,0,20241106
"28677",4431679,"2024",401658198,20240519,"NY","P. Achiuwa","PF",0,28,2,7,0,1,0,0,0,0,0,1,0,0,0,3,-3,4,"","401658198_4431679",1809,83,21.7951807228916,28,20231025,0,20240519
"28691",4431680,"2025",401704816,20241118,"ATL","O. Okongwu","PF",0,20,3,5,0,1,1,1,0,2,2,0,1,0,0,1,-13,7,"","401704816_4431680",307,13,23.6153846153846,20,20241023,0,20241118
"28769",4431684,"2025",401704817,20241118,"GS","T. Jackson-Davis","F",1,20,4,5,0,0,0,2,1,2,3,2,1,1,2,1,-11,8,"","401704817_4431684",220,13,16.9230769230769,20,20241023,0,20241118
"28861",4431687,"2025",401704810,20241118,"CHI","P. Williams","PF",1,33,3,10,2,4,0,0,2,3,5,2,0,0,1,3,3,8,"","401704810_4431687",431,15,28.7333333333333,33,20241023,0,20241118
"28931",4431688,"2024",401585650,20240323,"TOR","J. Ramsey","SG",1,18,3,5,2,4,0,0,0,4,4,1,0,0,0,2,9,8,"","401585650_4431688",120,7,17.1428571428571,18,20240305,0,20240323
"29021",4431690,"2025",401704804,20241117,"DEN","Z. Nnaji","PF",0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"","401704804_4431690",50,8,6.25,1,20241024,0,20241117
"29050",4431699,"2025",401704817,20241118,"LAC","K. Jones","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704817_4431699",NA,NA,8.7,11,20241023,0,20241118
"29060",4431712,"2024",401585373,20240209,"CHA","J. Bouknight","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401585373_4431712",NA,NA,5.78571428571429,2,20231120,0,20240209
"29116",4431714,"2025",401704806,20241117,"BKN","J. Wilson","F",0,25,5,7,3,5,2,3,2,4,6,0,0,0,1,2,-2,15,"","401704806_4431714",302,14,21.5714285714286,25,20241023,0,20241117
"29158",4431720,"2025",401704786,20241113,"PHI","L. Quinones","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704786_4431720",NA,NA,2.5,2,20241023,0,20241113
"29225",4431727,"2024",401658197,20240517,"IND","I. Wong","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401658197_4431727",NA,NA,2.5,4,20231209,0,20240517
"29293",4431736,"2025",401704805,20241117,"POR","T. Camara","F",1,35,1,8,1,3,0,0,3,1,4,5,4,0,1,4,-6,3,"","401704805_4431736",439,14,31.3571428571429,35,20241023,0,20241117
"29371",4431752,"2025",401704817,20241118,"LAC","K. Brown","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704817_4431752",NA,NA,6.25,10,20241023,0,20241118
"29415",4431767,"2025",401704804,20241117,"DEN","C. Braun","G",1,34,5,11,0,2,3,4,1,3,4,4,1,0,1,0,-2,13,"","401704804_4431767",425,12,35.4166666666667,34,20241024,0,20241117
"29521",4431775,"2024",401585752,20240404,"ATL","S. Lundy","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401585752_4431775",NA,NA,5.77777777777778,3,20231109,0,20240404
"29533",4431778,"2025",401704797,20241116,"LAL","C. Koloko","C",0,11,3,4,0,1,0,0,4,2,6,1,1,1,0,1,3,6,"","401704797_4431778",48,5,9.6,11,20241106,0,20241116
"29552",4431785,"2025",401704804,20241117,"MEM","S. Pippen Jr.","G",1,26,3,12,2,7,2,2,2,1,3,4,4,0,2,3,12,10,"","401704804_4431785",362,14,25.8571428571429,26,20241023,0,20241117
"29569",4431786,"2025",401704654,20241026,"MIA","K. Johnson","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704654_4431786",NA,NA,-1,-1,20241026,1,20241026
"29574",4431811,"2024",401585471,20240228,"NO","D. Seabron","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401585471_4431811",NA,NA,9.16666666666667,3,20231102,0,20240228
"29669",4431823,"2025",401704806,20241117,"NY","M. McBride","PG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704806_4431823",NA,NA,26.2727272727273,23,20241022,0,20241117
"29778",4431828,"2025",401704811,20241118,"PHI","KJ Martin","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704811_4431828",NA,NA,15.7,1,20241023,0,20241118
"29793",4431893,"2025",401704813,20241118,"TOR","J. Battle","F",0,11,3,6,3,5,0,0,0,1,1,1,0,0,0,1,-4,9,"","401704813_4431893",194,14,13.8571428571429,11,20241023,0,20241118
"29801",4432070,"2025",401704651,20241025,"LAL","Q. Olivari","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704651_4432070",NA,NA,-1,-1,20241025,1,20241025
"29850",4432107,"2025",401704810,20241118,"DET","M. Sasser","G",0,6,2,2,1,1,0,0,0,0,0,0,0,0,1,1,7,5,"","401704810_4432107",86,8,10.75,6,20241023,0,20241118
"29900",4432158,"2025",401704802,20241117,"CLE","E. Mobley","PF",1,34,9,12,2,3,3,3,1,10,11,0,0,1,4,2,20,23,"","401704802_4432158",429,14,30.6428571428571,34,20241023,0,20241117
"29982",4432161,"2024",401672978,20240526,"DAL","G. Brown III","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401672978_4432161",NA,NA,6.83333333333333,12,20231202,0,20240526
"30058",4432162,"2025",401704797,20241116,"NO","B. Boston Jr.","SG",1,36,4,12,2,6,2,2,1,7,8,5,1,0,3,3,3,12,"","401704797_4432162",319,11,29,36,20241029,0,20241116
"30121",4432164,"2025",401704796,20241116,"BOS","J. Springer","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704796_4432164",NA,NA,4.25,8,20241022,0,20241116
"30186",4432165,"2025",401704815,20241118,"ORL","J. Suggs","SG",1,30,4,11,2,7,2,2,0,2,2,1,0,2,3,1,-1,12,"","401704815_4432165",454,15,30.2666666666667,30,20241023,0,20241118
"30327",4432166,"2025",401704810,20241118,"DET","C. Cunningham","PG",1,36,8,17,4,7,6,9,0,6,6,10,0,0,3,3,-5,26,"","401704810_4432166",582,16,36.375,36,20241023,0,20241118
"30342",4432168,"2024",401585152,20240110,"UTAH","J. Christopher","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401585152_4432168",NA,NA,-1,-1,20240110,1,20240110
"30436",4432170,"2025",401704704,20241101,"IND","I. Jackson","SF",0,16,3,3,0,0,0,2,0,8,8,1,0,1,0,1,7,6,"","401704704_4432170",84,5,16.8,16,20241025,0,20241101
"30446",4432171,"2025",401704817,20241118,"GS","M. Moody","SG",0,16,2,4,1,3,0,0,0,3,3,1,0,0,3,2,3,5,"","401704817_4432171",211,13,16.2307692307692,16,20241023,0,20241118
"30532",4432173,"2024",401585523,20240306,"CLE","S. Cooper","PG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401585523_4432173",NA,NA,-1,-1,20240227,0,20240306
"30564",4432174,"2025",401704806,20241117,"BKN","C. Thomas","SG",1,33,4,11,1,4,7,10,1,4,5,3,1,0,2,0,-8,16,"","401704806_4432174",479,14,34.2142857142857,33,20241023,0,20241117
"30652",4432176,"2025",401704712,20241102,"MIN","D. Nix","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704712_4432176",NA,NA,-1,-1,20241029,0,20241102
"30685",4432179,"2025",401704814,20241118,"MIL","M. Beauchamp","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704814_4432179",NA,NA,3.375,2,20241023,0,20241118
"30764",4432181,"2025",401704804,20241117,"DEN","J. Strawther","G",0,25,6,13,4,7,3,4,0,4,4,3,1,1,0,2,-11,19,"","401704804_4432181",257,12,21.4166666666667,25,20241024,0,20241117
"30852",4432187,"2025",401704692,20241030,"GS","R. Beekman","G",0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,"","401704692_4432187",4,2,2,1,20241029,0,20241030
"30860",4432190,"2025",401704814,20241118,"MIL","A. Jackson Jr.","G",1,5,0,1,0,0,0,0,0,1,1,0,0,0,0,1,-8,0,"","401704814_4432190",228,13,17.5384615384615,5,20241023,0,20241118
"30965",4432192,"2025",401704806,20241117,"BKN","K. Johnson","SG",0,11,0,2,0,2,0,0,0,1,1,2,0,0,0,1,-17,0,"","401704806_4432192",170,13,13.0769230769231,11,20241023,0,20241117
"31029",4432194,"2024",401585788,20240410,"BKN","D. Sharpe","C",0,11,3,6,0,0,0,0,4,4,8,1,0,2,2,1,6,6,"","401585788_4432194",923,61,15.1311475409836,11,20231025,0,20240410
"31064",4432241,"2025",401704813,20241118,"TOR","J. Shead","G",0,14,2,5,0,2,0,2,0,0,0,2,0,0,3,2,-15,4,"","401704813_4432241",234,15,15.6,14,20241023,0,20241118
"31068",4432247,"2024",401672978,20240526,"MIN","J. Clark","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401672978_4432247",NA,NA,-1,-1,20240512,0,20240526
"31082",4432356,"2025",401704812,20241118,"WSH","J. Davis","G",0,8,1,2,0,1,0,0,0,0,0,0,1,0,0,1,-3,2,"","401704812_4432356",82,11,7.45454545454545,8,20241024,0,20241118
"31194",4432446,"2025",401704805,20241117,"POR","J. Walker","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704805_4432446",NA,NA,8.36363636363636,2,20241023,0,20241117
"31250",4432573,"2025",401704689,20241030,"ORL","P. Banchero","PF",1,37,12,22,2,9,5,7,0,7,7,4,0,0,4,2,-4,31,"","401704689_4432573",182,5,36.4,37,20241023,0,20241030
"31385",4432582,"2025",401704797,20241116,"LAL","M. Christie","G",1,30,1,6,0,3,0,0,2,1,3,1,2,1,0,2,1,2,"","401704797_4432582",189,12,15.75,30,20241022,0,20241116
"31466",4432585,"2024",401654658,20240417,"ATL","A. Griffin","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401654658_4432585",NA,NA,8.5,20,20231025,0,20240417
"31474",4432588,"2024",401585396,20240212,"WSH","Jo. Butler Jr.","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401585396_4432588",NA,NA,-1,-1,20231025,0,20240212
"31541",4432639,"2025",401704814,20241118,"HOU","J. Smith Jr.","PF",1,25,1,4,0,2,2,2,0,2,2,1,0,1,0,1,-2,4,"","401704814_4432639",421,15,28.0666666666667,25,20241023,0,20241118
"31584",4432735,"2025",401704784,20241113,"BKN","D. Whitehead","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704784_4432735",NA,NA,2,2,20241023,0,20241113
"31612",4432808,"2025",401704629,20241023,"IND","J. Wiseman","C",0,5,2,4,0,1,2,2,0,1,1,0,0,0,0,0,-4,6,"","401704629_4432808",5,1,5,-1,20241023,1,20241023
"31672",4432809,"2025",401704815,20241118,"ORL","C. Anthony","PG",0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-2,0,"","401704815_4432809",131,13,10.0769230769231,3,20241023,0,20241118
"31773",4432810,"2025",401704810,20241118,"DET","I. Stewart","C",0,19,3,4,1,2,0,0,0,4,4,3,1,0,2,3,0,7,"","401704810_4432810",352,16,22,19,20241023,0,20241118
"31906",4432811,"2025",401704802,20241117,"CHA","J. Green","SG",1,29,6,8,2,2,1,2,2,2,4,2,1,0,0,4,-15,15,"","401704802_4432811",267,11,24.2727272727273,29,20241025,0,20241117
"32007",4432813,"2025",401704797,20241116,"NO","J. Robinson-Earl","F",1,33,4,9,2,6,0,0,4,5,9,1,0,0,1,3,-7,10,"","401704797_4432813",274,14,19.5714285714286,33,20241023,0,20241116
"32033",4432815,"2024",401585815,20240414,"CLE","I. Mobley","F",0,16,5,9,1,3,0,1,2,1,3,0,1,0,1,0,-12,11,"","401585815_4432815",72,10,7.2,16,20231025,0,20240414
"32069",4432816,"2025",401704802,20241117,"CHA","L. Ball","PG",1,35,11,29,5,15,4,4,0,1,1,12,1,0,5,5,-7,31,"","401704802_4432816",441,13,33.9230769230769,35,20241023,0,20241117
"32102",4432817,"2025",401704809,20241117,"UTAH","J. Juzang","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704809_4432817",NA,NA,14.5555555555556,8,20241029,0,20241117
"32191",4432819,"2025",401704795,20241116,"CHA","T. Mann","PG",0,21,5,8,1,2,0,0,1,3,4,0,0,0,1,2,-7,11,"","401704795_4432819",272,11,24.7272727272727,21,20241023,0,20241116
"32210",4432820,"2025",401704709,20241102,"TOR","D.J. Carton","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704709_4432820",NA,NA,8.25,5,20241025,0,20241102
"32238",4432821,"2025",401703382,20241115,"CHI","E.J. Liddell","F",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,"","401703382_4432821",1,1,1,-1,20241115,1,20241115
"32318",4432822,"2025",401704802,20241117,"CLE","I. Okoro","SF",1,14,3,4,0,1,0,0,0,0,0,1,0,0,1,1,10,6,"","401704802_4432822",303,15,20.2,14,20241023,0,20241117
"32376",4432823,"2024",401658194,20240518,"OKC","Jay. Williams","F",0,18,2,5,1,4,1,2,0,2,2,2,1,1,0,1,-14,6,"","401658194_4432823",1025,79,12.9746835443038,18,20231103,0,20240518
"32473",4432827,"2025",401704748,20241107,"UTAH","O. Tshiebwe","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704748_4432827",NA,NA,-1,-1,20241023,0,20241107
"32487",4432847,"2025",401704800,20241117,"MIN","T. Shannon Jr.","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704800_4432847",NA,NA,3.75,4,20241022,0,20241117
"32574",4432848,"2025",401704811,20241118,"MIA","J. Jaquez Jr.","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704811_4432848",NA,NA,23,15,20241023,0,20241118
"32603",4432907,"2025",401704790,20241113,"WSH","J. Champagnie","SF",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,"","401704790_4432907",5,2,2.5,1,20241024,0,20241113
"32605",4432946,"2025",401703387,20241115,"PHX","J. Bridges","F",0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,"","401703387_4432946",11,2,5.5,5,20241113,0,20241115
"32611",4432971,"2025",401704787,20241113,"OKC","A. Ducas","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704787_4432971",NA,NA,1.75,1,20241024,0,20241113
"32696",4433076,"2025",401704813,20241118,"IND","B. Sheppard","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704813_4433076",NA,NA,21,26,20241023,0,20241118
"32723",4433134,"2025",401704673,20241028,"TOR","S. Barnes","SF",1,35,9,19,1,3,2,4,2,10,12,9,5,1,4,1,-2,21,"","401704673_4433134",134,4,33.5,35,20241023,0,20241028
"32821",4433136,"2025",401704763,20241109,"UTAH","W. Kessler","C",1,19,3,4,0,0,1,2,2,3,5,0,0,1,2,1,-11,7,"","401704763_4433136",239,9,26.5555555555556,19,20241023,0,20241109
"32888",4433137,"2025",401704806,20241117,"BKN","Z. Williams","F",0,24,1,7,0,4,5,6,1,2,3,1,0,1,0,4,-8,7,"","401704806_4433137",305,14,21.7857142857143,24,20241023,0,20241117
"32960",4433159,"2025",401704810,20241118,"CHI","D. Terry","F",0,12,0,0,0,0,2,2,1,0,1,0,1,0,0,2,-9,2,"","401704810_4433159",194,15,12.9333333333333,12,20241023,0,20241118
"33047",4433192,"2025",401704814,20241118,"HOU","T. Eason","F",0,31,4,7,1,3,0,0,3,11,14,1,4,3,1,2,-6,9,"","401704814_4433192",345,15,23,31,20241023,0,20241118
"33092",4433218,"2025",401704810,20241118,"DET","J. Ivey","PG",1,32,3,12,1,4,5,7,0,3,3,5,0,0,0,3,-15,12,"","401704810_4433218",486,15,32.4,32,20241023,0,20241118
"33176",4433225,"2025",401704812,20241118,"NY","T. Kolek","G",0,17,2,6,1,2,0,0,0,0,0,3,1,0,1,2,-1,5,"","401704812_4433225",71,9,7.88888888888889,17,20241022,0,20241118
"33230",4433246,"2025",401704812,20241118,"WSH","P. Baldwin Jr.","F",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,"","401704812_4433246",46,9,5.11111111111111,5,20241024,0,20241118
"33288",4433247,"2025",401704817,20241118,"GS","J. Kuminga","PF",0,19,5,10,1,3,1,4,0,2,2,3,3,0,1,0,2,12,"","401704817_4433247",304,13,23.3846153846154,19,20241023,0,20241118
"33363",4433249,"2025",401704802,20241117,"CHA","M. Diabate","F",0,12,1,2,0,0,0,0,3,1,4,0,1,1,0,1,-1,2,"","401704802_4433249",209,13,16.0769230769231,12,20241023,0,20241117
"33402",4433254,"2024",401672001,20240527,"IND","K. Brown","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401672001_4433254",NA,NA,3.78260869565217,3,20231209,0,20240527
"33544",4433255,"2025",401704773,20241110,"OKC","C. Holmgren","PF",1,5,0,3,0,2,0,0,0,4,4,0,0,0,0,0,4,0,"","401704773_4433255",265,10,26.5,5,20241024,0,20241110
"33556",4433268,"2025",401704804,20241117,"DEN","T. Alexander","G",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704804_4433268",7,3,2.33333333333333,1,20241024,0,20241117
"33615",4433287,"2025",401704802,20241117,"CHA","B. Miller","F",1,35,6,20,3,12,0,0,1,4,5,4,2,0,0,3,-9,15,"","401704802_4433287",273,9,30.3333333333333,35,20241023,0,20241117
"33693",4433378,"2025",401704816,20241118,"SAC","C. Jones","G",0,3,0,1,0,0,0,0,1,2,3,1,0,0,0,0,7,0,"","401704816_4433378",15,6,2.5,3,20241024,0,20241118
"33725",4433618,"2025",401704739,20241106,"SA","H. Ingram","F",0,7,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,"","401704739_4433618",7,1,7,7,20241024,0,20241106
"33748",4433620,"2024",401655122,20240503,"CLE","E. Bates","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401655122_4433620",NA,NA,9,29,20231025,0,20240503
"33816",4433621,"2025",401704810,20241118,"DET","J. Duren","C",1,30,7,13,0,0,1,2,12,10,22,3,0,2,0,3,-7,15,"","401704810_4433621",349,14,24.9285714285714,30,20241023,0,20241118
"33907",4433622,"2025",401704814,20241118,"MIL","C. Livingston","F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704814_4433622",NA,NA,2,2,20241023,0,20241118
"33915",4433623,"2025",401704815,20241118,"ORL","C. Houstan","G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401704815_4433623",NA,NA,4.66666666666667,1,20241023,0,20241118
"34080",4433627,"2025",401704809,20241117,"UTAH","K. George","G",1,34,4,12,1,8,0,0,2,3,5,3,0,0,4,2,-11,9,"","401704809_4433627",382,12,31.8333333333333,34,20241023,0,20241117
"34141",4437244,"2025",401704814,20241118,"HOU","Ja. Green","SG",1,39,9,24,3,8,0,0,2,7,9,2,0,0,3,2,8,21,"","401704814_4437244",490,15,32.6666666666667,39,20241023,0,20241118
"34197",4438552,"2024",401585818,20240414,"CHI","O. Bitim","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401585818_4438552",NA,NA,11.6521739130435,25,20231104,0,20240414
"34240",4565201,"2025",401704798,20241116,"SA","M. Branham","G",0,9,1,6,0,2,0,0,0,2,2,2,0,0,0,1,7,2,"","401704798_4565201",176,12,14.6666666666667,9,20241024,0,20241116
"34323",4565203,"2024",401584120,20231117,"SA","C. Bediako","C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","401584120_4565203",NA,NA,-1,-1,20231117,1,20231117
"34325",4566434,"2025",401704815,20241118,"ORL","F. Wagner","SF",1,39,12,24,4,8,4,5,0,5,5,8,0,0,1,2,12,32,"","401704815_4566434",468,15,31.2,39,20241023,0,20241118
